PATCO,AGELVLT,WORKSCHT,SALLVLT,CNT,AGELVLTMagnitude,WORKSCHTMagnitude,SALLVLTMagnitude
4,20-24,F-Full-time Nonseasonal,"$40,000 - $49,999",6,15279,154131,29706
1,45-49,I - Intermittent Nonseasonal,"$130,000 - $139,999",6,21059,1125,5096
2,60-64,I-Intermittent Nonseasonal,"$20,000 - $29,999",6,28247,13683,26970
5,25-29,P-Part-time Nonseasonal,"$60,000 - $69,999",6,24507,10928,19480
5,25-29,P - Part-time Nonseasonal,"$20,000 - $29,999",6,24507,1307,26970
6,50-54,J-Intermittent Seasonal,"$20,000 - $29,999",6,24493,1668,26970
2,60-64,P-Part-time Nonseasonal,"$120,000 - $129,999",6,28247,10928,5366
2,60-64,P-Part-time Nonseasonal,"$140,000 - $149,999",6,28247,10928,2587
5,65 or more,F-Full-time Nonseasonal,"$100,000 - $109,999",6,21557,154131,10369
1,30-34,I-Intermittent Nonseasonal,"$130,000 - $139,999",6,26878,13683,5096
5,30-34,P - Part-time Nonseasonal,"$20,000 - $29,999",6,26878,1307,26970
3,65 or more,P - Part-time Nonseasonal,"$50,000 - $59,999",6,21557,1307,25502
6,55-59,I-Intermittent Nonseasonal,"$40,000 - $49,999",6,30359,13683,29706
5,25-29,F-Full-time Nonseasonal,"$80,000 - $89,999",6,24507,154131,14182
2,25-29,I-Intermittent Nonseasonal,"$70,000 - $79,999",6,24507,13683,19003
2,65 or more,F - Full-time Nonseasonal,"$170,000 - $179,999",6,21557,46662,945
1,30-34,I-Intermittent Nonseasonal,"$40,000 - $49,999",6,26878,13683,29706
3,65 or more,Q-Part-time Seasonal,"$30,000 - $39,999",6,21557,697,40789
6,55-59,P - Part-time Nonseasonal,"$20,000 - $29,999",6,30359,1307,26970
6,35-39,P - Part-time Nonseasonal,"$30,000 - $39,999",6,21648,1307,40789
4,25-29,J-Intermittent Seasonal,"$20,000 - $29,999",6,24507,1668,26970
4,25-29,P - Part-time Nonseasonal,"$20,000 - $29,999",6,24507,1307,26970
2,25-29,F-Full-time Nonseasonal,"$120,000 - $129,999",6,24507,154131,5366
2,25-29,F - Full-time Nonseasonal,"$130,000 - $139,999",6,24507,46662,5096
1,25-29,P - Part-time Nonseasonal,"$60,000 - $69,999",6,24507,1307,19480
5,55-59,F - Full-time Nonseasonal,"$30,000 - $39,999",6,30359,46662,40789
3,30-34,F-Full-time Nonseasonal,"$110,000 - $119,999",6,26878,154131,8683
2,40-44,P-Part-time Nonseasonal,"$70,000 - $79,999",6,19462,10928,19003
1,35-39,P - Part-time Nonseasonal,"$120,000 - $129,999",6,21648,1307,5366
4,60-64,P - Part-time Nonseasonal,"$20,000 - $29,999",6,28247,1307,26970
1,35-39,J-Intermittent Seasonal,"$20,000 - $29,999",6,21648,1668,26970
1,35-39,I-Intermittent Nonseasonal,"$130,000 - $139,999",6,21648,13683,5096
6,40-44,I-Intermittent Nonseasonal,"$20,000 - $29,999",6,19462,13683,26970
3,30-34,F - Full-time Nonseasonal,"$90,000 - $99,999",6,26878,46662,14905
6,20-24,G-Full-time Seasonal,"$20,000 - $29,999",6,15279,4991,26970
1,45-49,P-Part-time Nonseasonal,"$70,000 - $79,999",6,21059,10928,19003
6,30-34,F-Full-time Nonseasonal,Unspecified or Zero,6,26878,154131,1350
1,60-64,I-Intermittent Nonseasonal,"$30,000 - $39,999",6,28247,13683,40789
2,65 or more,G-Full-time Seasonal,"$90,000 - $99,999",5,21557,4991,14905
6,20-24,P - Part-time Nonseasonal,"$20,000 - $29,999",5,15279,1307,26970
4,40-44,G - Full-time Seasonal,"$30,000 - $39,999",5,19462,729,40789
3,60-64,Q-Part-time Seasonal,"$20,000 - $29,999",5,28247,697,26970
1,30-34,I-Intermittent Nonseasonal,Unspecified or Zero,5,26878,13683,1350
5,25-29,F - Full-time Nonseasonal,"$80,000 - $89,999",5,24507,46662,14182
1,55-59,I - Intermittent Nonseasonal,"$130,000 - $139,999",5,30359,1125,5096
3,30-34,I-Intermittent Nonseasonal,"$50,000 - $59,999",5,26878,13683,25502
1,40-44,I - Intermittent Nonseasonal,"$50,000 - $59,999",5,19462,1125,25502
2,30-34,I-Intermittent Nonseasonal,"$60,000 - $69,999",5,26878,13683,19480
1,50-54,I-Intermittent Nonseasonal,"$120,000 - $129,999",5,24493,13683,5366
2,55-59,P-Part-time Nonseasonal,"$50,000 - $59,999",5,30359,10928,25502
1,35-39,P - Part-time Nonseasonal,"$90,000 - $99,999",5,21648,1307,14905
3,30-34,J-Intermittent Seasonal,"$30,000 - $39,999",5,26878,1668,40789
2,45-49,J-Intermittent Seasonal,"$20,000 - $29,999",5,21059,1668,26970
6,55-59,J-Intermittent Seasonal,"$20,000 - $29,999",5,30359,1668,26970
1,60-64,P - Part-time Nonseasonal,"$150,000 - $159,999",5,28247,1307,4567
2,25-29,G-Full-time Seasonal,"$30,000 - $39,999",5,24507,4991,40789
5,50-54,I-Intermittent Nonseasonal,"$30,000 - $39,999",5,24493,13683,40789
2,65 or more,I - Intermittent Nonseasonal,"$150,000 - $159,999",5,21557,1125,4567
1,50-54,G - Full-time Seasonal,"$60,000 - $69,999",5,24493,729,19480
1,40-44,P-Part-time Nonseasonal,"$80,000 - $89,999",5,19462,10928,14182
3,45-49,P - Part-time Nonseasonal,"$50,000 - $59,999",5,21059,1307,25502
3,45-49,P-Part-time Nonseasonal,"$20,000 - $29,999",5,21059,10928,26970
1,30-34,P - Part-time Nonseasonal,"$180,000 or more",5,26878,1307,3065
1,40-44,P - Part-time Nonseasonal,"$70,000 - $79,999",5,19462,1307,19003
2,25-29,F - Full-time Nonseasonal,"$20,000 - $29,999",5,24507,46662,26970
6,65 or more,F - Full-time Nonseasonal,"$70,000 - $79,999",5,21557,46662,19003
3,60-64,Q-Part-time Seasonal,"$40,000 - $49,999",5,28247,697,29706
6,55-59,F-Full-time Nonseasonal,"$100,000 - $109,999",5,30359,154131,10369
2,55-59,P-Part-time Nonseasonal,"$60,000 - $69,999",5,30359,10928,19480
6,65 or more,J-Intermittent Seasonal,"$20,000 - $29,999",5,21557,1668,26970
1,50-54,P - Part-time Nonseasonal,"$150,000 - $159,999",5,24493,1307,4567
1,25-29,I - Intermittent Nonseasonal,"$20,000 - $29,999",5,24507,1125,26970
6,35-39,G-Full-time Seasonal,"$20,000 - $29,999",5,21648,4991,26970
2,25-29,P-Part-time Nonseasonal,"$40,000 - $49,999",5,24507,10928,29706
5,60-64,F - Full-time Nonseasonal,"$50,000 - $59,999",5,28247,46662,25502
5,Less than 20,P - Part-time Nonseasonal,"$20,000 - $29,999",5,2541,1307,26970
2,40-44,P - Part-time Nonseasonal,"$90,000 - $99,999",5,19462,1307,14905
1,40-44,P-Part-time Nonseasonal,"$20,000 - $29,999",5,19462,10928,26970
1,45-49,G-Full-time Seasonal,"$70,000 - $79,999",5,21059,4991,19003
6,35-39,P-Part-time Nonseasonal,"Less than $20,000",5,21648,10928,1961
2,60-64,I-Intermittent Nonseasonal,"$140,000 - $149,999",5,28247,13683,2587
4,45-49,F - Full-time Nonseasonal,"$60,000 - $69,999",5,21059,46662,19480
3,60-64,P - Part-time Nonseasonal,"$50,000 - $59,999",5,28247,1307,25502
4,20-24,Q-Part-time Seasonal,"$20,000 - $29,999",5,15279,697,26970
2,35-39,I-Intermittent Nonseasonal,"$80,000 - $89,999",5,21648,13683,14182
1,60-64,I-Intermittent Nonseasonal,"$140,000 - $149,999",5,28247,13683,2587
3,50-54,P - Part-time Nonseasonal,"$40,000 - $49,999",5,24493,1307,29706
5,30-34,I-Intermittent Nonseasonal,"$50,000 - $59,999",5,26878,13683,25502
2,60-64,I - Intermittent Nonseasonal,"$40,000 - $49,999",5,28247,1125,29706
1,40-44,P - Part-time Nonseasonal,"$130,000 - $139,999",5,19462,1307,5096
2,60-64,G-Full-time Seasonal,"$70,000 - $79,999",5,28247,4991,19003
2,40-44,I-Intermittent Nonseasonal,"$150,000 - $159,999",5,19462,13683,4567
2,60-64,G-Full-time Seasonal,"$50,000 - $59,999",5,28247,4991,25502
5,30-34,F - Full-time Nonseasonal,"$20,000 - $29,999",5,26878,46662,26970
6,55-59,I-Intermittent Nonseasonal,"$20,000 - $29,999",5,30359,13683,26970
6,55-59,I-Intermittent Nonseasonal,"$50,000 - $59,999",5,30359,13683,25502
1,50-54,I-Intermittent Nonseasonal,Unspecified or Zero,5,24493,13683,1350
1,35-39,P - Part-time Nonseasonal,"$110,000 - $119,999",5,21648,1307,8683
5,45-49,F-Full-time Nonseasonal,"$100,000 - $109,999",5,21059,154131,10369
3,55-59,P-Part-time Nonseasonal,"$60,000 - $69,999",5,30359,10928,19480
4,45-49,I - Intermittent Nonseasonal,"$30,000 - $39,999",5,21059,1125,40789
3,30-34,P-Part-time Nonseasonal,"$50,000 - $59,999",5,26878,10928,25502
5,40-44,I-Intermittent Nonseasonal,"$40,000 - $49,999",5,19462,13683,29706
1,55-59,G-Full-time Seasonal,"$100,000 - $109,999",5,30359,4991,10369
2,35-39,I - Intermittent Nonseasonal,"$70,000 - $79,999",5,21648,1125,19003
3,Less than 20,I-Intermittent Nonseasonal,"$30,000 - $39,999",5,2541,13683,40789
6,25-29,J-Intermittent Seasonal,"$30,000 - $39,999",5,24507,1668,40789
3,50-54,G - Full-time Seasonal,"$50,000 - $59,999",5,24493,729,25502
4,25-29,G - Full-time Seasonal,"$20,000 - $29,999",5,24507,729,26970
6,45-49,G-Full-time Seasonal,"$40,000 - $49,999",5,21059,4991,29706
5,60-64,F - Full-time Nonseasonal,"$30,000 - $39,999",5,28247,46662,40789
6,35-39,F-Full-time Nonseasonal,"Less than $20,000",5,21648,154131,1961
4,25-29,F-Full-time Nonseasonal,"Less than $20,000",5,24507,154131,1961
2,30-34,G-Full-time Seasonal,"$70,000 - $79,999",5,26878,4991,19003
1,20-24,I-Intermittent Nonseasonal,"$40,000 - $49,999",5,15279,13683,29706
6,35-39,G-Full-time Seasonal,"$50,000 - $59,999",5,21648,4991,25502
3,35-39,P - Part-time Nonseasonal,"$40,000 - $49,999",5,21648,1307,29706
1,50-54,P - Part-time Nonseasonal,"$90,000 - $99,999",5,24493,1307,14905
6,Less than 20,F - Full-time Nonseasonal,"$30,000 - $39,999",5,2541,46662,40789
2,55-59,I - Intermittent Nonseasonal,"$70,000 - $79,999",5,30359,1125,19003
3,25-29,Q - Part-time Seasonal,"$20,000 - $29,999",5,24507,64,26970
1,20-24,I - Intermittent Nonseasonal,"$20,000 - $29,999",5,15279,1125,26970
2,55-59,I-Intermittent Nonseasonal,"$100,000 - $109,999",5,30359,13683,10369
3,20-24,P - Part-time Nonseasonal,"$40,000 - $49,999",5,15279,1307,29706
2,45-49,P-Part-time Nonseasonal,"$150,000 - $159,999",5,21059,10928,4567
4,65 or more,J-Intermittent Seasonal,"$20,000 - $29,999",5,21557,1668,26970
1,35-39,P-Part-time Nonseasonal,"$170,000 - $179,999",5,21648,10928,945
1,50-54,I - Intermittent Nonseasonal,"$110,000 - $119,999",5,24493,1125,8683
2,40-44,F - Full-time Nonseasonal,"$170,000 - $179,999",5,19462,46662,945
2,45-49,P-Part-time Nonseasonal,"$40,000 - $49,999",5,21059,10928,29706
3,40-44,P - Part-time Nonseasonal,"$40,000 - $49,999",5,19462,1307,29706
2,55-59,I-Intermittent Nonseasonal,"$110,000 - $119,999",5,30359,13683,8683
4,35-39,G - Full-time Seasonal,"$20,000 - $29,999",5,21648,729,26970
4,65 or more,P - Part-time Nonseasonal,"$40,000 - $49,999",5,21557,1307,29706
1,55-59,P-Part-time Nonseasonal,"$170,000 - $179,999",5,30359,10928,945
1,45-49,P-Part-time Nonseasonal,"$120,000 - $129,999",5,21059,10928,5366
1,45-49,P-Part-time Nonseasonal,"$150,000 - $159,999",5,21059,10928,4567
5,40-44,F-Full-time Nonseasonal,"$100,000 - $109,999",5,19462,154131,10369
1,65 or more,I - Intermittent Nonseasonal,"$110,000 - $119,999",5,21557,1125,8683
3,25-29,J-Intermittent Seasonal,"$30,000 - $39,999",5,24507,1668,40789
6,60-64,I-Intermittent Nonseasonal,"$30,000 - $39,999",5,28247,13683,40789
4,65 or more,F - Full-time Nonseasonal,"$60,000 - $69,999",5,21557,46662,19480
1,35-39,I - Intermittent Nonseasonal,"$60,000 - $69,999",5,21648,1125,19480
5,Less than 20,I-Intermittent Nonseasonal,"$30,000 - $39,999",5,2541,13683,40789
2,50-54,P-Part-time Nonseasonal,"$90,000 - $99,999",5,24493,10928,14905
3,65 or more,F-Full-time Nonseasonal,"$130,000 - $139,999",5,21557,154131,5096
1,60-64,G - Full-time Seasonal,"$60,000 - $69,999",5,28247,729,19480
1,35-39,I - Intermittent Nonseasonal,"$180,000 or more",5,21648,1125,3065
2,45-49,I-Intermittent Nonseasonal,"$80,000 - $89,999",5,21059,13683,14182
2,35-39,P-Part-time Nonseasonal,"$60,000 - $69,999",5,21648,10928,19480
4,65 or more,F - Full-time Nonseasonal,"$20,000 - $29,999",5,21557,46662,26970
4,65 or more,G - Full-time Seasonal,"$30,000 - $39,999",5,21557,729,40789
5,55-59,P-Part-time Nonseasonal,"$20,000 - $29,999",5,30359,10928,26970
4,50-54,Q-Part-time Seasonal,"$30,000 - $39,999",5,24493,697,40789
1,50-54,P-Part-time Nonseasonal,"$100,000 - $109,999",5,24493,10928,10369
3,40-44,G-Full-time Seasonal,"$50,000 - $59,999",5,19462,4991,25502
1,65 or more,I-Intermittent Nonseasonal,"$30,000 - $39,999",5,21557,13683,40789
1,60-64,G-Full-time Seasonal,"$110,000 - $119,999",5,28247,4991,8683
1,40-44,P-Part-time Nonseasonal,"$100,000 - $109,999",5,19462,10928,10369
1,55-59,P-Part-time Nonseasonal,"$150,000 - $159,999",5,30359,10928,4567
1,30-34,F - Full-time Nonseasonal,"$140,000 - $149,999",5,26878,46662,2587
1,30-34,F - Full-time Nonseasonal,"$150,000 - $159,999",5,26878,46662,4567
6,25-29,I-Intermittent Nonseasonal,"$40,000 - $49,999",5,24507,13683,29706
5,60-64,F-Full-time Nonseasonal,"$90,000 - $99,999",5,28247,154131,14905
6,25-29,F - Full-time Nonseasonal,"$70,000 - $79,999",5,24507,46662,19003
1,35-39,P-Part-time Nonseasonal,"$140,000 - $149,999",5,21648,10928,2587
6,35-39,G - Full-time Seasonal,"$40,000 - $49,999",5,21648,729,29706
5,45-49,F-Full-time Nonseasonal,"$110,000 - $119,999",5,21059,154131,8683
6,20-24,F - Full-time Nonseasonal,"$60,000 - $69,999",5,15279,46662,19480
3,45-49,G - Full-time Seasonal,"$40,000 - $49,999",5,21059,729,29706
3,45-49,G - Full-time Seasonal,"$50,000 - $59,999",5,21059,729,25502
2,20-24,I-Intermittent Nonseasonal,"Less than $20,000",5,15279,13683,1961
4,35-39,I - Intermittent Nonseasonal,"$30,000 - $39,999",5,21648,1125,40789
1,60-64,P - Part-time Nonseasonal,"$80,000 - $89,999",5,28247,1307,14182
2,65 or more,I-Intermittent Nonseasonal,"$160,000 - $169,999",5,21557,13683,1603
1,30-34,P - Part-time Nonseasonal,"$80,000 - $89,999",5,26878,1307,14182
1,25-29,G - Full-time Seasonal,"$50,000 - $59,999",5,24507,729,25502
2,40-44,I-Intermittent Nonseasonal,"$80,000 - $89,999",5,19462,13683,14182
1,45-49,F - Full-time Nonseasonal,"$40,000 - $49,999",5,21059,46662,29706
1,65 or more,P-Part-time Nonseasonal,"$160,000 - $169,999",5,21557,10928,1603
1,25-29,F - Full-time Nonseasonal,"$120,000 - $129,999",5,24507,46662,5366
1,45-49,P - Part-time Nonseasonal,"$90,000 - $99,999",5,21059,1307,14905
1,35-39,F-Full-time Nonseasonal,"Less than $20,000",5,21648,154131,1961
1,25-29,G-Full-time Seasonal,"$60,000 - $69,999",5,24507,4991,19480
3,45-49,F - Full-time Nonseasonal,"$100,000 - $109,999",5,21059,46662,10369
2,50-54,I - Intermittent Nonseasonal,"$70,000 - $79,999",5,24493,1125,19003
2,30-34,P-Part-time Nonseasonal,"$90,000 - $99,999",5,26878,10928,14905
3,35-39,Q - Part-time Seasonal,"$20,000 - $29,999",5,21648,64,26970
1,60-64,I-Intermittent Nonseasonal,"$160,000 - $169,999",5,28247,13683,1603
6,25-29,F - Full-time Nonseasonal,"$80,000 - $89,999",5,24507,46662,14182
2,50-54,I - Intermittent Nonseasonal,"$40,000 - $49,999",5,24493,1125,29706
1,50-54,P - Part-time Nonseasonal,"$80,000 - $89,999",5,24493,1307,14182
3,30-34,F-Full-time Nonseasonal,"$100,000 - $109,999",5,26878,154131,10369
1,40-44,G - Full-time Seasonal,"$70,000 - $79,999",5,19462,729,19003
2,Less than 20,F-Full-time Nonseasonal,"$30,000 - $39,999",5,2541,154131,40789
5,50-54,F-Full-time Nonseasonal,"$150,000 - $159,999",5,24493,154131,4567
3,35-39,F - Full-time Nonseasonal,"$90,000 - $99,999",5,21648,46662,14905
4,40-44,F - Full-time Nonseasonal,"$60,000 - $69,999",4,19462,46662,19480
1,50-54,P - Part-time Nonseasonal,"$100,000 - $109,999",4,24493,1307,10369
5,30-34,G-Full-time Seasonal,"$30,000 - $39,999",4,26878,4991,40789
5,55-59,F - Full-time Nonseasonal,"$90,000 - $99,999",4,30359,46662,14905
6,50-54,G - Full-time Seasonal,"$50,000 - $59,999",4,24493,729,25502
3,65 or more,F - Full-time Nonseasonal,"$110,000 - $119,999",4,21557,46662,8683
4,30-34,I - Intermittent Nonseasonal,"$30,000 - $39,999",4,26878,1125,40789
1,45-49,P-Part-time Nonseasonal,"$170,000 - $179,999",4,21059,10928,945
6,65 or more,I-Intermittent Nonseasonal,"$70,000 - $79,999",4,21557,13683,19003
1,20-24,G-Full-time Seasonal,"$40,000 - $49,999",4,15279,4991,29706
2,45-49,I-Intermittent Nonseasonal,"$140,000 - $149,999",4,21059,13683,2587
6,30-34,J-Intermittent Seasonal,"$20,000 - $29,999",4,26878,1668,26970
2,45-49,I - Intermittent Nonseasonal,"$70,000 - $79,999",4,21059,1125,19003
6,30-34,J-Intermittent Seasonal,"$30,000 - $39,999",4,26878,1668,40789
1,45-49,P - Part-time Nonseasonal,"$100,000 - $109,999",4,21059,1307,10369
6,50-54,I-Intermittent Nonseasonal,"$50,000 - $59,999",4,24493,13683,25502
5,65 or more,F - Full-time Nonseasonal,"$30,000 - $39,999",4,21557,46662,40789
1,45-49,I - Intermittent Nonseasonal,"$40,000 - $49,999",4,21059,1125,29706
4,20-24,I - Intermittent Nonseasonal,"$20,000 - $29,999",4,15279,1125,26970
1,45-49,I - Intermittent Nonseasonal,"$60,000 - $69,999",4,21059,1125,19480
5,60-64,F - Full-time Nonseasonal,"$80,000 - $89,999",4,28247,46662,14182
3,60-64,Q - Part-time Seasonal,"$30,000 - $39,999",4,28247,64,40789
1,40-44,P - Part-time Nonseasonal,"$150,000 - $159,999",4,19462,1307,4567
3,60-64,F-Full-time Nonseasonal,"$150,000 - $159,999",4,28247,154131,4567
3,55-59,Q-Part-time Seasonal,"$40,000 - $49,999",4,30359,697,29706
2,45-49,P-Part-time Nonseasonal,"$90,000 - $99,999",4,21059,10928,14905
2,45-49,P-Part-time Nonseasonal,"$80,000 - $89,999",4,21059,10928,14182
1,50-54,I-Intermittent Nonseasonal,"$160,000 - $169,999",4,24493,13683,1603
4,35-39,J-Intermittent Seasonal,"$20,000 - $29,999",4,21648,1668,26970
1,50-54,I - Intermittent Nonseasonal,"$80,000 - $89,999",4,24493,1125,14182
6,65 or more,F-Full-time Nonseasonal,"$150,000 - $159,999",4,21557,154131,4567
5,60-64,F - Full-time Nonseasonal,"$100,000 - $109,999",4,28247,46662,10369
4,35-39,G-Full-time Seasonal,"$40,000 - $49,999",4,21648,4991,29706
1,50-54,G-Full-time Seasonal,"$40,000 - $49,999",4,24493,4991,29706
1,50-54,G-Full-time Seasonal,"$100,000 - $109,999",4,24493,4991,10369
2,45-49,P-Part-time Nonseasonal,"$100,000 - $109,999",4,21059,10928,10369
4,35-39,F-Full-time Nonseasonal,"$60,000 - $69,999",4,21648,154131,19480
5,55-59,P-Part-time Nonseasonal,"$30,000 - $39,999",4,30359,10928,40789
1,50-54,P - Part-time Nonseasonal,"$110,000 - $119,999",4,24493,1307,8683
6,35-39,I-Intermittent Nonseasonal,"$50,000 - $59,999",4,21648,13683,25502
1,50-54,P - Part-time Nonseasonal,"$130,000 - $139,999",4,24493,1307,5096
5,35-39,F - Full-time Nonseasonal,"$100,000 - $109,999",4,21648,46662,10369
3,30-34,Q - Part-time Seasonal,"$20,000 - $29,999",4,26878,64,26970
1,35-39,P - Part-time Nonseasonal,"$100,000 - $109,999",4,21648,1307,10369
6,40-44,I-Intermittent Nonseasonal,"$40,000 - $49,999",4,19462,13683,29706
2,35-39,G-Full-time Seasonal,"$60,000 - $69,999",4,21648,4991,19480
6,60-64,G - Full-time Seasonal,"$40,000 - $49,999",4,28247,729,29706
5,20-24,P-Part-time Nonseasonal,"$50,000 - $59,999",4,15279,10928,25502
3,30-34,I - Intermittent Nonseasonal,"$40,000 - $49,999",4,26878,1125,29706
1,25-29,P - Part-time Nonseasonal,"$40,000 - $49,999",4,24507,1307,29706
2,65 or more,G-Full-time Seasonal,"$50,000 - $59,999",4,21557,4991,25502
5,20-24,P - Part-time Nonseasonal,"$40,000 - $49,999",4,15279,1307,29706
2,35-39,F-Full-time Nonseasonal,"$180,000 or more",4,21648,154131,3065
1,60-64,P-Part-time Nonseasonal,"$140,000 - $149,999",4,28247,10928,2587
2,65 or more,I - Intermittent Nonseasonal,"$110,000 - $119,999",4,21557,1125,8683
1,30-34,P - Part-time Nonseasonal,"$50,000 - $59,999",4,26878,1307,25502
2,30-34,J-Intermittent Seasonal,"$20,000 - $29,999",4,26878,1668,26970
2,35-39,I-Intermittent Nonseasonal,"$130,000 - $139,999",4,21648,13683,5096
1,60-64,I - Intermittent Nonseasonal,"$90,000 - $99,999",4,28247,1125,14905
6,55-59,P - Part-time Nonseasonal,"$40,000 - $49,999",4,30359,1307,29706
1,60-64,I - Intermittent Nonseasonal,"$80,000 - $89,999",4,28247,1125,14182
6,55-59,P - Part-time Nonseasonal,"$30,000 - $39,999",4,30359,1307,40789
4,55-59,Q-Part-time Seasonal,"$30,000 - $39,999",4,30359,697,40789
4,55-59,Q-Part-time Seasonal,"$20,000 - $29,999",4,30359,697,26970
2,35-39,I-Intermittent Nonseasonal,"Less than $20,000",4,21648,13683,1961
2,30-34,I-Intermittent Nonseasonal,"$70,000 - $79,999",4,26878,13683,19003
6,45-49,I-Intermittent Nonseasonal,"$50,000 - $59,999",4,21059,13683,25502
2,25-29,J-Intermittent Seasonal,"$20,000 - $29,999",4,24507,1668,26970
3,35-39,J - Intermittent Seasonal,"$20,000 - $29,999",4,21648,105,26970
1,30-34,P-Part-time Nonseasonal,"$30,000 - $39,999",4,26878,10928,40789
2,35-39,P - Part-time Nonseasonal,"$70,000 - $79,999",4,21648,1307,19003
2,35-39,P - Part-time Nonseasonal,"$90,000 - $99,999",4,21648,1307,14905
2,35-39,P-Part-time Nonseasonal,"$100,000 - $109,999",4,21648,10928,10369
2,55-59,G-Full-time Seasonal,"$40,000 - $49,999",4,30359,4991,29706
2,65 or more,I - Intermittent Nonseasonal,"$130,000 - $139,999",4,21557,1125,5096
1,35-39,P-Part-time Nonseasonal,"$40,000 - $49,999",4,21648,10928,29706
6,20-24,J-Intermittent Seasonal,"Less than $20,000",4,15279,1668,1961
2,20-24,J-Intermittent Seasonal,"$20,000 - $29,999",4,15279,1668,26970
1,65 or more,I - Intermittent Nonseasonal,Unspecified or Zero,4,21557,1125,1350
6,25-29,F-Full-time Nonseasonal,"$80,000 - $89,999",4,24507,154131,14182
3,20-24,I - Intermittent Nonseasonal,"$30,000 - $39,999",4,15279,1125,40789
2,55-59,I-Intermittent Nonseasonal,"$140,000 - $149,999",4,30359,13683,2587
1,35-39,G - Full-time Seasonal,"$40,000 - $49,999",4,21648,729,29706
2,20-24,F - Full-time Nonseasonal,"$70,000 - $79,999",4,15279,46662,19003
3,25-29,P-Part-time Nonseasonal,"$50,000 - $59,999",4,24507,10928,25502
1,25-29,P-Part-time Nonseasonal,"$80,000 - $89,999",4,24507,10928,14182
2,30-34,P-Part-time Nonseasonal,"$30,000 - $39,999",4,26878,10928,40789
1,30-34,Q-Part-time Seasonal,"$50,000 - $59,999",4,26878,697,25502
5,35-39,F-Full-time Nonseasonal,"$90,000 - $99,999",4,21648,154131,14905
1,65 or more,P-Part-time Nonseasonal,Unspecified or Zero,4,21557,10928,1350
2,20-24,F - Full-time Nonseasonal,"$60,000 - $69,999",4,15279,46662,19480
